n,text,label
3042,Ofício Juntado,H:Ativo
3043,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3044,"Arquivado Definitivamente Artigo 924, II do NCPC",H:Arquivado
3045,Certidão de Publicação Expedida Relação :0362/2018 Data da Disponibilização: 23/07/2018 Data da Publicação: 24/07/2018 Número do Diário: 2621 Página: 1410/1429,H:Ativo
3046,AR Positivo Juntado,H:Ativo
3047,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3048,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
3049,Baixa Definitiva,H:Arquivado
3050,Arquivado Definitivamente,H:Arquivado
3051,Remetidos os Autos para o Ministério Público para Ciência Tipo de local de destino: Ministério Público Especificação do local de destino: Ministério Público Vencimento: 16/04/2019,H:Ativo
3052,Suspensão do Prazo Prazo referente ao usuário foi alterado para 14/03/2019 devido à alteração da tabela de feriados,H:Ativo
3053,Arquivado Definitivamente CAIXA 2798/2017,H:Arquivado
3054,"Edital 17/2016Publicado No Doe Nº 3196, Em 20/01/2016 Publicação De Edital",H:Arquivado
3055,Certidão de Publicação Expedida Relação :0292/2018 Data da Disponibilização: 17/09/2018 Data da Publicação: 18/09/2018 Número do Diário: 2660 Página: 1206/1213,H:Ativo
3056,Arquivado Definitivamente - Processo Findo com Condenação Caixa 6339/2017,H:Arquivado
3057,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução Fiscal - Número: 80006 - Protocolo: FJMJ18013494740,H:Suspenso
3058,Certidão de Publicação Expedida Relação :0568/2015 Data da Disponibilização: 30/11/2015 Data da Publicação: 01/12/2015 Número do Diário: 2017 Página: 1017/1023,H:Ativo
3059,Certidão de Publicação Expedida Relação :0050/2019 Data da Disponibilização: 18/03/2019 Data da Publicação: 19/03/2019 Número do Diário: 2769 Página: 176/207,H:Ativo
3060,Arquivado Definitivamente,H:Arquivado
3061,Mandado Juntado,H:Ativo
3062,"Remetido ao DJE Relação: 0091/2019 Teor do ato: Vistos. Tendo em vista o retorno dos autos da Egrégia Superior Instância, ante o resultado do recurso interposto, ciência às partes para manifestação quanto: a) ao cumprimento do v. Acórdão; ou b) o início da fase de execução de sentença, devendo ser observado pela parte credora a existência de concessão de justiça gratuita, se o caso. Anote-se, ainda, que a fase de cumprimento de sentença deve ser instaurada observando-se as orientações traçadas pelo Provimento CG nº 16/2016 e Comunicado CG nº 438/2016, ambos disponibilizados no DJE do dia 04/04/2016. No silêncio, arquivem-se os autos. Int. Advogados(s): Ari Sérgio Del Fiol Modolo Júnior (OAB 200141/SP), Danilo Lacerda de Souza Ferreira (OAB 272633/SP), Igor Pereira Torres (OAB 278781/SP)",H:Ativo
3063,Remetida a Carta Precatória ao Cartório de Origem Cumprida Parcialmente,H:Arquivado
3064,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3065,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3066,"Remetido ao DJE Relação: 0242/2019 Teor do ato: ANTE O EXPOSTO e considerando tudo o mais que dos autos consta, JULGO PARCIALMENTE PROCEDENTE o pedido, extinguindo o feito com resolução de mérito (artigo 487, inciso I, do Código de Processo Civil), para CONDENAR a parte demandada a pagar à parte autora o valor de 25.000,00 (vinte e cinco mil reais), incidindo correção monetária (índices da Tabela Prática do TJSP) e os juros de mora (1% ao mês) a partir da negativa de pagamento ou não havendo pedido administrativo negado, seguirão, respectivamente, os critérios da data do ajuizamento da ação (correção monetária pelos índices da Tabela Prática do TJSP) e data da citação (juros de mora de 1% ao mês). Em razão da sucumbência recíproca, porém mínima da parte autora, com fulcro nos artigos 82, §2º; 84; 85, §§2º e 16; e 86, parágrafo único, todos do Código de Processo Civil, arcará a parte requerida com o pagamento das custas e despesas processuais, assim como quanto aos honorários advocatícios devidos ao patrono da parte adversa, os quais fixo em 10% (dez por cento) do valor (atualizado) da condenação. Oportunamente, arquivem-se os autos com as cautelas de praxe. P.R.I.C. Certifico e dou fé que o valor da taxa de porte e retorno Cód. 110-4 é de 80,60, referente a 02 (dois) volumes. Advogados(s): Benedicto Celso Benicio Junior (OAB 131896/SP), Marcos Antonio Marin Colnago (OAB 147425/SP), Benedicto Celso Benicio (OAB 20047/SP)",H:Ativo
3067,Decurso de Prazo,H:Suspenso
3068,Certidão de Publicação Expedida Relação :1042/2016 Data da Disponibilização: 13/12/2016 Data da Publicação: 14/12/2016 Número do Diário: 2258 Página: 1595/1596,H:Suspenso
3069,Arquivado Definitivamente,H:Arquivado
3070,Tipo do Movimento:Encerramento de Secundário ou Incidental ,H:Arquivado
3071,"Certidão de Cartório Expedida CERTIFICO e DOU FÉ que em cumprimento ao determinado em r. Despacho retro, inexistindo pendência a regularizar nos autos, anotei, nesta data, no Sistema de Automação da Justiça - SAJ a extinção desta ação, e encaminhei este feito digital à fila de Processos Arquivados.",H:Arquivado
3072,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3073,"Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. transitou em julgado. Certifico ainda, que não havendo atos a cumprir, o processo foi baixado definitivamente no sistema e arquivado. São Paulo, 05 de dezembro de 2018, Elaine Nossa Sotério, Escrevente Técnico Judiciário, subscrevo.",H:Arquivado
3074,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80008 - Protocolo: FFPA19000110339,H:Ativo
3075,Arquivado Definitivamente,H:Arquivado
3076,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3077,Certidão de Cartório Expedida Certidão - Arquivamento,H:Arquivado
3078,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª Vara da Fazenda Pública,H:Ativo
3079,Arquivado Definitivamente - Processo Findo com Condenação PACOTE 4320/2017,H:Arquivado
3080,Certidão de Publicação Expedida Relação :0276/2015 Data da Disponibilização: 18/08/2015 Data da Publicação: 19/08/2015 Número do Diário: 1948 Página: 161/167,H:Ativo
3081,Suspensão do Prazo Prazo referente ao usuário foi alterado para 06/11/2018 devido à alteração da tabela de feriados,H:Ativo
3082,Tipo do Movimento:Devolução de Carta Precatória ,H:Arquivado
3083,Início da Execução Juntado 0000039-42.2017.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
3084,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
3085,Baixa Definitiva Processo baixado conforme expediente 2011/14047,H:Arquivado
3086,Recebidos os Autos do Arquivo Geral,H:Arquivado
3087,Arquivado Definitivamente,H:Arquivado
3088,Conclusos para Decisão,H:Ativo
3089,Decurso de Prazo,H:Suspenso
3090,Cancelada a Distribuição (movimentação exclusiva do distribuidor) Cancelado conforme r. decisão de fls. 41,H:Arquivado
3091,Contestação Juntada Nº Protocolo: WSTA.17.70575719-2 Tipo da Petição: Contestação Data: 27/11/2017 14:01,H:Ativo
3092,Arquivado Definitivamente,H:Arquivado
3093,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3094,Certidão de Publicação Expedida Relação :0005/2019 Data da Disponibilização: 24/01/2019 Data da Publicação: 28/01/2019 Número do Diário: 2735 Página: 1810/1873,H:Ativo
3095,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal,H:Arquivado
3096,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE: 4796/2015.,H:Arquivado
3097,Expedição de documento,H:Arquivado
3098,Recebidos os Autos da Conclusão Tipo de local de destino: Cartório Especificação do local de destino: Cartório da Vara Única,H:Arquivado
3099,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Cível,H:Arquivado
3100,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3101,Certidão de Cartório Expedida Certidão de Cumprimento de Sentença no Principal,H:Ativo
3102,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3103,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3104,Recebidos os Autos do Tribunal de Justiça Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 10ª Vara de Fazenda Pública,H:Ativo
3105,Início da Execução Juntado 0001776-17.2016.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
3106,Arquivado Definitivamente,H:Arquivado
3107,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
3108,Decurso de Prazo Certidão de decurso de prazo - processo digital,H:Arquivado
3109,Arquivado Definitivamente,H:Arquivado
3110,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1730Maço recebido pelo arquivo em:04/08/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3111,Tipo do Movimento:Trânsito em Julgado ,H:Arquivado
3112,Arquivado Definitivamente,H:Arquivado
3113,Certidão de Inscrição da Dívida Expedida Certidão - INSCRIÇÃO DE DÍVIDA,H:Arquivado
3114,Arquivado Definitivamente,H:Arquivado
3115,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3116,Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa,H:Arquivado
3117,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE 11845/15 (2 VOLS.),H:Arquivado
3118,Arquivado Definitivamente,H:Arquivado
3119,Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/10/2019 devido à alteração da tabela de feriados,H:Ativo
3120,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
3121,Arquivado Provisoriamente CAIXA Nº 3337/2015,H:Suspenso
3122,Tipo do Movimento:Publicado  Despacho Folhas do DJERJ.:484/485,H:Ativo
3123,Arquivado Definitivamente,H:Arquivado
3124,Petição Juntada Nº Protocolo: WFPA.16.80062974-0 Tipo da Petição: Petição Intermediária Data: 17/10/2016 11:16,H:Ativo
3125,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento do Juizado Especial Cível - Número: 80005 - Protocolo: FOCO16000650837 - Complemento: banco junta procuração - processo já destruido,H:Arquivado
3126,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
3127,Arquivado Definitivamente Comunicado CG 1789/2017 - instaurado incidente de cumprimento de sentença,H:Arquivado
3128,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3129,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
3130,"Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Procedimento Comum Cível - Número: 80031 - Protocolo: FGRU19000140154 - Complemento: autor, expedição de ofício.",H:Ativo
3131,Certidão de Publicação Expedida Relação :0072/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: Página:,H:Ativo
3132,Tipo do Movimento:Arquivamento Tipo de arquivamento:provisórioMaço:30Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
3133,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3134,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público TJ-SP - SEÇÃO DE DIREITO PUBLICO - COMPLEXO IPIRANGA - SALA 38 - FACE AO RECURSO DE APELAÇÃO DO REQUERIDO,H:Ativo
3135,Trânsito em Julgado às partes - com Baixa Trânsito em julgado ocorrido em 16/08/2016,H:Arquivado
3136,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80015 - Protocolo: FFPA19000408240,H:Ativo
3137,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:4430Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
3138,Arquivado Definitivamente no pacote 3751/2018,H:Arquivado
3139,Arquivado Definitivamente,H:Arquivado
3140,Petição Juntada Nº Protocolo: WJAB.17.70160737-4 Tipo da Petição: Petições Diversas Data: 02/10/2017 09:24,H:Ativo
3141,Certidão de Publicação Expedida Relação :0090/2018 Data da Disponibilização: 27/03/2018 Data da Publicação: 28/03/2018 Número do Diário: 2544 Página: 512/524,H:Ativo
3142,Decurso de Prazo,H:Arquivado
3143,Arquivado Definitivamente Expediente autos destruidos: baixado em 11/10/2018,H:Arquivado
3144,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:9000Maço recebido pelo arquivo em:19/02/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3145,Ofício Expedido Ofício - IIRGD - Decisão - Crime,H:Ativo
3146,Arquivado Definitivamente,H:Arquivado
3147,Remetidos os Autos para o Ministério Público com Vista Autos em carga ao Ministério Público - 1° ao 8° vol Tipo de local de destino: Ministério Público Especificação do local de destino: Ministério Público Vencimento: 16/04/2019,H:Ativo
3148,Início da Execução Juntado 0005330-57.2016.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
3149,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico que nesta data procedi com o encerramento do 1º volume e abertura do 2º volume,H:Ativo
3150,Conclusos para Decisão,H:Ativo
3151,Petição Juntada Juntada a petição diversa - Tipo: Petição em Procedimento Comum - Número: 80010 - Protocolo: FFPA18002380618,H:Ativo
3152,Documento Juntado Nº Protocolo: WFPA.19.80032844-0 Tipo da Petição: Petições Diversas Data: 19/03/2019 10:36,H:Ativo
3153,Certidão de Publicação Expedida Relação :0053/2019 Data da Disponibilização: 21/02/2019 Data da Publicação: 22/02/2019 Número do Diário: 2754 Página: 1578/1583,H:Ativo
3154,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3155,Tipo do Movimento:Recebimento ,H:Ativo
3156,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3157,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1547Maço recebido pelo arquivo em:16/06/2015Local de arquivamento:Arquivo Regional de Rio Bonito,H:Arquivado
3158,Certidão de Publicação Expedida Relação :0255/2019 Data da Disponibilização: 21/03/2019 Data da Publicação: 22/03/2019 Número do Diário: 2772 Página: 1739/1740,H:Ativo
3159,"Certidão de Cartório Expedida Certifico e dou fé que, nesta data, faço a remessa destes autos ao SERVIÇO DE ENTRADA DE AUTOS DE DIREITO PUBLICO S.E.J. 2.1.4. COMPLEXO JUDICIÁRIO DO IPIRANGA SALA 38.",H:Ativo
3160,Arquivado Definitivamente,H:Arquivado
3161,Certidão de Cartório Expedida Certidão - decurso do prazo sem cumprimento,H:Suspenso
3162,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados rearquivo,H:Arquivado
3163,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3164,Arquivado Definitivamente,H:Arquivado
3165,Suspensão do Prazo Prazo referente ao usuário foi alterado para 10/04/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 12/04/2019 devido à alteração da tabela de feriados,H:Ativo
3166,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Encaminho os autos à digitação para cumprimento do despacho de fl. 67 atentando-se para o novo endereço fornecido pela parte autora à fl. 68.,H:Ativo
3167,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Inventário - Número: 80020 - Protocolo: FTBT19000134500,H:Ativo
3168,Arquivado Definitivamente CX 7770/2018 - 1º VOLUME CX 7772/2018 - 2º VOLUME,H:Arquivado
3169,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
3170,Certidão de Publicação Expedida Relação :0125/2017 Data da Disponibilização: 28/06/2017 Data da Publicação: 29/06/2017 Número do Diário: 2376 Página: 1155/1170,H:Suspenso
3171,Arquivado Provisoriamente,H:Suspenso
3172,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público,H:Ativo
3173,Arquivado Definitivamente,H:Arquivado
3174,Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 119/120 transitou em julgado em 29/08/2016. Certifico ainda que o processo foi baixado definitivamente no sistema. Nada Mais.,H:Arquivado
3175,Autos Destruídos,H:Arquivado
3176,Certidão de Cartório Expedida Certidão de arquivamento,H:Arquivado
3177,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 12ª Vara de Fazenda Pública,H:Ativo
3178,Suspensão do Prazo Prazo referente ao usuário foi alterado para 11/03/2019 devido à alteração da tabela de feriados,H:Ativo
3179,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
3180,"Trânsito em Julgado às partes - Com Baixa - Sentenças do art. 267, I, IV, VI e IX do CPC - Sem Citação",H:Arquivado
3181,Arquivado Definitivamente no Arquivo Geral Pacote no. 6471/2014 - Etiqueta Recall 9001964114461,H:Ativo
3182,Certidão de Publicação Expedida Relação :0059/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 3536/3564,H:Ativo
3183,Pedido de Expedição de Mandado de Levantamento Juntado Nº Protocolo: WFPA.19.70091523-9 Tipo da Petição: Pedido de Expedição de Guia de Levantamento Data: 26/02/2019 11:07,H:Ativo
3184,Disponibilizado no DJE Prazo 06/04/19,H:Ativo
3185,Trânsito em Julgado às partes - Proc. em Andamento TRÂNSITO EM JULGADO COM ARQUIVAMENTO,H:Arquivado
3186,Arquivado Definitivamente,H:Arquivado
3187,Extinta A Execução/Cumprimento Da Sentença Pela Satisfação Da Obrigação,H:Arquivado
3188,Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa REMETIDO A CARTA PRECATORIA AO CARTORIO DE ORIGEM CUMPRIDA NEGATIVA (F),H:Arquivado
3189,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
3190,Recebidos os Autos da Procuradoria do Estado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da Vara das Execuções Fiscais Estaduais,H:Arquivado
3191,Serventuário Núcleo de movimentação,H:Ativo
3192,"Arquivado Provisoriamente pacote 14.153/19-- 1º,2º VOL",H:Suspenso
3193,Arquivado Provisoriamente,H:Suspenso
3194,Decisão,H:Ativo
3195,Certidão de Publicação Expedida Relação :1393/2018 Data da Disponibilização: 09/11/2018 Data da Publicação: 26/11/2018 Número do Diário: 2697 Página: 1474-1480,H:Ativo
3196,Suspensão do Prazo Prazo referente ao usuário foi alterado para 11/03/2019 devido à alteração da tabela de feriados,H:Ativo
3197,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 13ª Vara de Fazenda Pública,H:Ativo
3198,Arquivado Definitivamente,H:Arquivado
3199,"Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 42 transitou em julgado na data de 02/04/2018 para a parte autora e 06/04/2018 para a parte requerida, não havendo outros atos a serem realizados nos autos. Certifico, ainda, que o processo foi baixado definitivamente no sistema. Nada Mais.",H:Arquivado
3200,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:138798Maço recebido pelo arquivo em:21/05/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3201,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3202,Petição Juntada Nº Protocolo: WFPA.16.80073472-1 Tipo da Petição: Petição Intermediária Data: 29/11/2016 15:48,H:Ativo
3203,Tipo do Movimento:Vista ao AdvogadoAdvogado:RJ132045 - RENATA LOPES COSTA ,H:Ativo
3204,Petição Juntada Nº Protocolo: WFPA.19.70153769-6 Tipo da Petição: Petições Diversas Data: 27/03/2019 19:49,H:Ativo
3205,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1344Maço recebido pelo arquivo em:05/07/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3206,Arquivado Definitivamente,H:Arquivado
3207,Petição Juntada Nº Protocolo: WSTA.19.70163285-0 Tipo da Petição: Petições Diversas Data: 25/03/2019 10:19,H:Ativo
3208,Início da Execução Juntado 0003959-36.2018.8.26.0070 - Cumprimento de sentença,H:Ativo
3209,Certidão de Publicação Expedida Relação :0117/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 3126/3131,H:Ativo
3210,Petição Juntada Nº Protocolo: WFPA.17.80025210-8 Tipo da Petição: Petição Intermediária Data: 05/04/2017 18:47,H:Ativo
3211,Arquivado Definitivamente ARQUIVADO EM 30/09/2016,H:Arquivado
3212,Início da Execução Juntado 0004619-18.2018.8.26.0462 - Cumprimento de Sentença contra a Fazenda Pública,H:Arquivado
3213,Petição Juntada Nº Protocolo: WJAU.17.70062239-6 Tipo da Petição: Petições Diversas Data: 29/08/2017 09:41,H:Arquivado
3214,Arquivado Definitivamente,H:Arquivado
3215,Arquivado Provisoriamente Arquivo após 13/05/2016,H:Suspenso
3216,Decurso de Prazo Certidão - Decurso de Prazo - Execução Fiscal Eletrônica,H:Suspenso
3217,Suspensão do Prazo Prazo referente ao usuário foi alterado para 22/03/2019 devido à alteração da tabela de feriados,H:Suspenso
3218,Arquivado Definitivamente PACOTE N. 9156/2017 -1º AO 4º VOLUME,H:Arquivado
3219,Arquivado Definitivamente,H:Arquivado
3220,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3221,Certidão de Publicação Expedida Relação :0039/2019 Data da Disponibilização: 20/02/2019 Data da Publicação: 21/02/2019 Número do Diário: 2753 Página: 1679/1683,H:Ativo
3222,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1136Maço recebido pelo arquivo em:21/12/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3223,"Recebidos os Autos do Tribunal de Justiça Data do julgamento: 13/02/2019 Trânsito em julgado: Tipo de julgamento: Acórdão Decisão: Rejeitaram a preliminar e, no mérito, deram parcial provimento aos recursos, a fim de reduzir as penas impostas a, JONATHAN DIEGO SANTANA DO NASCIMENTO e GUILHERME HENRIQUE GONÇALVES DE OLIVEIRA para 08 (oito) anos, 05 (cinco) meses e 18 (dezoito) dias de reclusão, em regime inicial fechado, além do pagamento de 30 (trinta) dias-multa, mantido seu valor unitário no piso legal, e a pena imposta a ROBERTO CARLOS DA SILVA JUNIOR para 06 (seis) anos, 02 (dois) meses e 20 (vinte) dias de reclusão, também no regime inicial fechado, além do pagamento de 26 (vinte e seis) dias-multa, mantido seu valor unitário no mínimo e, no todo o mais, a r. sentença recorrida como posta. V.U. Situação do provimento: Provimento em Parte Relator: Reinaldo Cintra",H:Ativo
3224,Arquivado Definitivamente PACOTE 6382/17,H:Arquivado
3225,"Autos Entregues em Carga ao Advogado do Autor Felipe Antonio da Silva, RG: 48031375 R. Riachuelo, 231 - 9° andar. TEL: 3106-1304 Tipo de local de destino: Advogado Especificação do local de destino: Mauro Del Ciello",H:Ativo
3226,Ofício Juntado,H:Arquivado
3227,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
3228,Arquivado Definitivamente,H:Arquivado
3229,Arquivado Definitivamente,H:Arquivado
3230,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3231,Certidão de Publicação Expedida Relação :1060/2015 Data da Disponibilização: 30/07/2015 Data da Publicação: 31/07/2015 Número do Diário: 1935 Página: 1222/1227,H:Ativo
3232,Tipo do Movimento:RemessaDestinatário:Tribunal de Justiça Prazo:15 dia(s),H:Ativo
3233,Arquivado Definitivamente,H:Arquivado
3234,Extinta A Execução/Cumprimento Da Sentença Pela Satisfação Da Obrigação,H:Ativo
3235,Suspensão do Prazo Prazo referente ao usuário foi alterado para 28/02/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 28/02/2019 devido à alteração da tabela de feriados,H:Ativo
3236,Arquivado Definitivamente,H:Arquivado
3237,Remetidos os Autos para a Administração - Destruição,H:Arquivado
3238,Arquivado Definitivamente,H:Arquivado
3239,Publicado(A) O(A) Despacho Em 13/03/2019,H:Ativo
3240,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3241,Levantamento da Suspensão/Sobrestamento (Repercussão Geral/Demandas Repetitivas),H:Ativo
3242,Arquivado Definitivamente,H:Arquivado
3243,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Cível,H:Ativo
3244,Despacho,H:Ativo
3245,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3246,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3247,Conclusos para Despacho,H:Ativo
3248,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3249,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
3250,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3251,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:11529Maço recebido pelo arquivo em:19/05/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3252,Arquivado Definitivamente - Processo Findo com Condenação Arquivado na caixa n° 5973/2018,H:Arquivado
3253,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3254,Autos Destruídos,H:Arquivado
3255,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3256,Mudança de Classe Processual,H:Ativo
3257,Petição Juntada Nº Protocolo: WJMJ.19.40438659-6 Tipo da Petição: Petições Diversas Data: 01/04/2019 17:40,H:Ativo
3258,Certidão de Publicação Expedida Relação :0264/2017 Data da Disponibilização: 25/07/2017 Data da Publicação: 26/07/2017 Número do Diário: 2395 Página: 1324/1331,H:Ativo
3259,Certidão de Publicação Expedida Relação :0189/2015 Data da Disponibilização: 26/11/2015 Data da Publicação: 27/11/2015 Número do Diário: 2015 Página: 2689/2703,H:Arquivado
3260,Remetida a Carta Precatória ao Cartório de Origem Sem Cumprimento As testemunhas não compareceram na audiência e o DD. Advogado não manifestou.,H:Arquivado
3261,Distribuído Por Sorteio,H:Suspenso
3262,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 6ª Vara Judicial,H:Ativo
3263,Arquivado Definitivamente,H:Arquivado
3264,Certidão de Publicação Expedida Relação :0160/2019 Data da Disponibilização: 21/03/2019 Data da Publicação: 22/03/2019 Número do Diário: 2772 Página: 1453/1464,H:Ativo
3265,Arquivado Provisoriamente,H:Suspenso
3266,"Certidão de Cartório Expedida C E R T I D Ã O Certifico e dou fé que não houve manifestação. Certifico e dou fé que encaminhei os autos ao arquivo. Nada Mais. São Paulo, 31 de outubro de 2018. Eu, ___, Silvia Soares Hungria Prado Uelze, Coordenador.",H:Suspenso
3267,Autos Destruídos,H:Arquivado
3268,Arquivado Definitivamente,H:Arquivado
3269,Arquivado Definitivamente,H:Arquivado
3270,Início da Execução Juntado 0002507-08.2019.8.26.0053 - Cumprimento de sentença,H:Ativo
3271,Certidão de Cartório Expedida Certifico e dou fé que decorreu o prazo legal sem que houvesse manifestação das partes. Certifico ainda que procedi as anotações necessárias quanto à regularização processual de fls. 195.,H:Ativo
3272,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3273,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
3274,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
